2018-11-15T04:16:14.769Z|PUT|/api/users/|200|::ffff:127.0.0.1|72.837|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:16:18.325Z|GET|/api/logs|200|::ffff:127.0.0.1|39.145|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:16:21.506Z|GET|/api/logs|200|::ffff:127.0.0.1|37.407|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:16:23.537Z|GET|/api/users|304|::ffff:127.0.0.1|70.545|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:16:43.770Z|PUT|/api/users/|200|::ffff:127.0.0.1|114.505|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:16:55.751Z|GET|/api/logs|200|::ffff:127.0.0.1|37.720|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:18:15.597Z|GET|/api/users|200|::ffff:127.0.0.1|72.839|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:18:30.175Z|PUT|/api/users/|200|::ffff:127.0.0.1|110.670|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:18:47.769Z|PUT|/api/users/|200|::ffff:127.0.0.1|73.118|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:18:54.226Z|GET|/api/users|200|::ffff:127.0.0.1|81.025|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:18:56.730Z|GET|/api/logs|200|::ffff:127.0.0.1|42.198|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:21:30.918Z|GET|/api/logs|200|::ffff:127.0.0.1|36.468|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:23:08.703Z|GET|/api/users|304|::ffff:127.0.0.1|70.984|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:23:34.956Z|PUT|/api/users/|200|::ffff:127.0.0.1|109.995|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:23:47.894Z|DELETE|/api/users/85e2a39a-e4a3-4228-af9d-0c9de1ec95d7|200|::ffff:127.0.0.1|36.060|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:23:56.541Z|DELETE|/api/users/73b03ab0-a9eb-4102-a890-99bfefb7d383|200|::ffff:127.0.0.1|37.435|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
